,TestGesamt,MeldeDatum,FZHosp,FZICU,FZHospFree,FZICUFree,BundeslandID,Bundesland,Hospitalizations_total,ICU_capacity,ICU_perc
2769,3857382,2021-01-02,1858,385,6044,615,10,Alle,2243,1000,38.5
2770,116027,2021-01-03,33,5,143,21,1,Burgenland,38,26,19.2
2771,173977,2021-01-03,114,13,338,47,2,Kärnten,127,60,21.7
2772,717323,2021-01-03,366,51,654,155,3,Niederösterreich,417,206,24.8
2773,473337,2021-01-03,433,72,767,31,4,Oberösterreich,505,103,69.9
2774,219906,2021-01-03,124,21,111,22,5,Salzburg,145,43,48.8
2775,397518,2021-01-03,299,65,681,86,6,Steiermark,364,151,43.0
2776,462360,2021-01-03,97,31,133,25,7,Tirol,128,56,55.4
2777,240835,2021-01-03,44,13,153,32,8,Vorarlberg,57,45,28.9
2778,979206,2021-01-03,354,92,2607,216,9,Wien,446,308,29.9
2779,3780489,2021-01-03,1864,363,5587,635,10,Alle,2227,998,36.4
2780,116381,2021-01-04,32,5,144,21,1,Burgenland,37,26,19.2
2781,175424,2021-01-04,120,15,332,45,2,Kärnten,135,60,25.0
2782,722228,2021-01-04,375,47,645,160,3,Niederösterreich,422,207,22.7
2783,474508,2021-01-04,453,72,747,31,4,Oberösterreich,525,103,69.9
2784,220667,2021-01-04,117,22,117,23,5,Salzburg,139,45,48.9
2785,399394,2021-01-04,314,61,666,91,6,Steiermark,375,152,40.1
2786,463166,2021-01-04,110,33,128,21,7,Tirol,143,54,61.1
2787,241759,2021-01-04,52,11,146,33,8,Vorarlberg,63,44,25.0
2788,979563,2021-01-04,380,102,2536,206,9,Wien,482,308,33.1
2789,3793090,2021-01-04,1953,368,5461,631,10,Alle,2321,999,36.8
2790,116831,2021-01-05,39,5,141,19,1,Burgenland,44,24,20.8
2791,175979,2021-01-05,123,13,329,47,2,Kärnten,136,60,21.7
2792,724823,2021-01-05,397,49,623,146,3,Niederösterreich,446,195,25.1
2793,476011,2021-01-05,438,68,762,35,4,Oberösterreich,506,103,66.0
2794,221884,2021-01-05,125,21,107,24,5,Salzburg,146,45,46.7
2795,401663,2021-01-05,333,62,647,90,6,Steiermark,395,152,40.8
2796,464568,2021-01-05,122,33,131,23,7,Tirol,155,56,58.9
2797,243080,2021-01-05,58,11,147,32,8,Vorarlberg,69,43,25.6
2798,983701,2021-01-05,398,109,2312,214,9,Wien,507,323,33.7
2799,3808540,2021-01-05,2033,371,5199,630,10,Alle,2404,1001,37.1
2800,117204,2021-01-06,42,6,133,14,1,Burgenland,48,20,30.0
2801,176672,2021-01-06,119,13,333,47,2,Kärnten,132,60,21.7
2802,727993,2021-01-06,406,52,614,121,3,Niederösterreich,458,173,30.1
2803,478014,2021-01-06,429,62,771,41,4,Oberösterreich,491,103,60.2
2804,222244,2021-01-06,127,22,105,23,5,Salzburg,149,45,48.9
2805,403411,2021-01-06,320,57,659,95,6,Steiermark,377,152,37.5
2806,467068,2021-01-06,118,31,133,23,7,Tirol,149,54,57.4
2807,245146,2021-01-06,57,12,148,27,8,Vorarlberg,69,39,30.8
2808,993418,2021-01-06,404,106,2298,210,9,Wien,510,316,33.5
2809,3831170,2021-01-06,2022,361,5194,601,10,Alle,2383,962,37.5
2810,117825,2021-01-07,41,8,137,17,1,Burgenland,49,25,32.0
2811,177195,2021-01-07,123,12,329,48,2,Kärnten,135,60,20.0
2812,733493,2021-01-07,387,56,633,117,3,Niederösterreich,443,173,32.4
2813,479281,2021-01-07,422,58,328,45,4,Oberösterreich,480,103,56.3
2814,224289,2021-01-07,127,21,105,24,5,Salzburg,148,45,46.7
2815,405180,2021-01-07,303,63,676,89,6,Steiermark,366,152,41.4
2816,468213,2021-01-07,113,31,123,22,7,Tirol,144,53,58.5
2817,246233,2021-01-07,69,13,136,26,8,Vorarlberg,82,39,33.3
2818,996213,2021-01-07,396,111,2437,213,9,Wien,507,324,34.3
2819,3847922,2021-01-07,1981,373,4904,601,10,Alle,2354,974,38.3
2820,118226,2021-01-08,39,9,140,15,1,Burgenland,48,24,37.5
2821,177954,2021-01-08,129,12,323,48,2,Kärnten,141,60,20.0
2822,742564,2021-01-08,404,55,616,126,3,Niederösterreich,459,181,30.4
2823,480864,2021-01-08,402,60,348,43,4,Oberösterreich,462,103,58.3
2824,225771,2021-01-08,124,16,108,29,5,Salzburg,140,45,35.6
2825,407620,2021-01-08,306,65,652,90,6,Steiermark,371,155,41.9
2826,470159,2021-01-08,118,33,121,21,7,Tirol,151,54,61.1
2827,247237,2021-01-08,61,14,144,25,8,Vorarlberg,75,39,35.9
2828,1001132,2021-01-08,417,107,2244,208,9,Wien,524,315,34.0
2829,3871527,2021-01-08,2000,371,4696,605,10,Alle,2371,976,38.0
2830,118901,2021-01-09,42,7,138,19,1,Burgenland,49,26,26.9
2831,178387,2021-01-09,125,17,327,43,2,Kärnten,142,60,28.3
2832,748492,2021-01-09,388,57,632,121,3,Niederösterreich,445,178,32.0
2833,482469,2021-01-09,402,60,396,43,4,Oberösterreich,462,103,58.3
2834,226876,2021-01-09,120,18,113,27,5,Salzburg,138,45,40.0
2835,409590,2021-01-09,300,61,657,34,6,Steiermark,361,95,64.2
2836,471581,2021-01-09,118,28,119,26,7,Tirol,146,54,51.9
2837,248358,2021-01-09,59,15,146,27,8,Vorarlberg,74,42,35.7
2838,1006653,2021-01-09,403,106,2356,214,9,Wien,509,320,33.1
2839,3891307,2021-01-09,1957,369,4884,554,10,Alle,2326,923,40.0
2840,119246,2021-01-10,39,7,138,20,1,Burgenland,46,27,25.9
2841,178707,2021-01-10,136,16,316,44,2,Kärnten,152,60,26.7
2842,755960,2021-01-10,361,61,659,128,3,Niederösterreich,422,189,32.3
2843,483783,2021-01-10,379,62,371,41,4,Oberösterreich,441,103,60.2
2844,227482,2021-01-10,112,21,122,24,5,Salzburg,133,45,46.7
2845,410454,2021-01-10,272,51,705,98,6,Steiermark,323,149,34.2
2846,472479,2021-01-10,117,30,127,26,7,Tirol,147,56,53.6
2847,249228,2021-01-10,60,12,145,28,8,Vorarlberg,72,40,30.0
2848,1008143,2021-01-10,398,112,2451,192,9,Wien,510,304,36.8
2849,3905482,2021-01-10,1874,372,5034,601,10,Alle,2246,973,38.2
2850,119544,2021-01-11,33,7,139,18,1,Burgenland,40,25,28.0
2851,180380,2021-01-11,141,17,311,43,2,Kärnten,158,60,28.3
2852,763143,2021-01-11,379,62,641,140,3,Niederösterreich,441,202,30.7
2853,484917,2021-01-11,400,63,350,40,4,Oberösterreich,463,103,61.2
2854,228106,2021-01-11,111,21,121,24,5,Salzburg,132,45,46.7
2855,411086,2021-01-11,281,54,696,94,6,Steiermark,335,148,36.5
2856,473311,2021-01-11,119,30,127,26,7,Tirol,149,56,53.6
2857,250035,2021-01-11,68,12,137,28,8,Vorarlberg,80,40,30.0
2858,1009049,2021-01-11,386,113,2448,197,9,Wien,499,310,36.5
2859,3919571,2021-01-11,1918,379,4970,610,10,Alle,2297,989,38.3
2860,275208,2021-01-12,33,7,142,17,1,Burgenland,40,24,29.2
2861,296216,2021-01-12,117,19,335,41,2,Kärnten,136,60,31.7
2862,1438174,2021-01-12,390,59,630,130,3,Niederösterreich,449,189,31.2
2863,757238,2021-01-12,374,55,376,48,4,Oberösterreich,429,103,53.4
2864,418537,2021-01-12,116,19,116,26,5,Salzburg,135,45,42.2
2865,785761,2021-01-12,314,69,655,88,6,Steiermark,383,157,43.9
2866,830934,2021-01-12,126,30,121,31,7,Tirol,156,61,49.2
2867,449011,2021-01-12,68,12,144,28,8,Vorarlberg,80,40,30.0
2868,1614363,2021-01-12,385,108,2263,206,9,Wien,493,314,34.4
2869,6865442,2021-01-12,1923,378,4782,615,10,Alle,2301,993,38.1
2870,276473,2021-01-13,34,7,141,18,1,Burgenland,41,25,28.0
2871,297286,2021-01-13,107,15,345,45,2,Kärnten,122,60,25.0
2872,1493613,2021-01-13,400,55,620,125,3,Niederösterreich,455,180,30.6
2873,771841,2021-01-13,324,58,426,45,4,Oberösterreich,382,103,56.3
2874,419837,2021-01-13,113,15,119,30,5,Salzburg,128,45,33.3
2875,804761,2021-01-13,292,61,672,87,6,Steiermark,353,148,41.2
2876,840158,2021-01-13,124,27,122,28,7,Tirol,151,55,49.1
2877,452489,2021-01-13,61,11,149,27,8,Vorarlberg,72,38,28.9
2878,1633251,2021-01-13,370,105,2065,186,9,Wien,475,291,36.1
2879,6989709,2021-01-13,1825,354,4659,591,10,Alle,2179,945,37.5
2880,277590,2021-01-14,39,7,134,17,1,Burgenland,46,24,29.2
2881,298091,2021-01-14,92,13,360,47,2,Kärnten,105,60,21.7
2882,1503006,2021-01-14,376,56,644,116,3,Niederösterreich,432,172,32.6
2883,1109704,2021-01-14,312,57,438,46,4,Oberösterreich,369,103,55.3
2884,433123,2021-01-14,109,17,123,28,5,Salzburg,126,45,37.8
2885,806091,2021-01-14,285,59,669,90,6,Steiermark,344,149,39.6
2886,843027,2021-01-14,117,26,120,26,7,Tirol,143,52,50.0
2887,455590,2021-01-14,56,15,146,28,8,Vorarlberg,71,43,34.9
2888,1653751,2021-01-14,339,111,1802,196,9,Wien,450,307,36.2
2889,7379973,2021-01-14,1725,361,4436,594,10,Alle,2086,955,37.8
2890,278257,2021-01-15,43,6,106,17,1,Burgenland,49,23,26.1
2891,298951,2021-01-15,98,11,354,49,2,Kärnten,109,60,18.3
2892,1510727,2021-01-15,374,55,646,117,3,Niederösterreich,429,172,32.0
2893,1116743,2021-01-15,300,51,450,52,4,Oberösterreich,351,103,49.5
2894,434147,2021-01-15,113,17,119,28,5,Salzburg,130,45,37.8
2895,820834,2021-01-15,259,58,696,89,6,Steiermark,317,147,39.5
2896,846070,2021-01-15,114,26,122,20,7,Tirol,140,46,56.5
2897,461195,2021-01-15,59,14,151,24,8,Vorarlberg,73,38,36.8
2898,1692684,2021-01-15,345,99,1772,184,9,Wien,444,283,35.0
2899,7459608,2021-01-15,1705,337,4416,580,10,Alle,2042,917,36.8
2900,285688,2021-01-16,42,6,107,18,1,Burgenland,48,24,25.0
2901,299475,2021-01-16,100,12,352,48,2,Kärnten,112,60,20.0
2902,1517468,2021-01-16,371,56,649,112,3,Niederösterreich,427,168,33.3
2903,1121154,2021-01-16,292,52,458,51,4,Oberösterreich,344,103,50.5
2904,434955,2021-01-16,124,17,109,28,5,Salzburg,141,45,37.8
2905,828541,2021-01-16,239,61,716,88,6,Steiermark,300,149,40.9
2906,858048,2021-01-16,114,24,121,22,7,Tirol,138,46,52.2
2907,464165,2021-01-16,54,13,157,20,8,Vorarlberg,67,33,39.4
2908,1729238,2021-01-16,332,101,1865,196,9,Wien,433,297,34.0
2909,7538732,2021-01-16,1668,342,4534,583,10,Alle,2010,925,37.0
2910,286349,2021-01-17,47,6,129,12,1,Burgenland,53,18,33.3
2911,299957,2021-01-17,104,8,348,52,2,Kärnten,112,60,13.3
2912,1524009,2021-01-17,357,59,663,121,3,Niederösterreich,416,180,32.8
2913,1125890,2021-01-17,304,49,446,54,4,Oberösterreich,353,103,47.6
2914,435571,2021-01-17,124,16,111,29,5,Salzburg,140,45,35.6
2915,829431,2021-01-17,226,61,747,88,6,Steiermark,287,149,40.9
2916,864413,2021-01-17,108,24,124,23,7,Tirol,132,47,51.1
2917,466843,2021-01-17,48,12,157,26,8,Vorarlberg,60,38,31.6
2918,1758308,2021-01-17,317,93,2021,209,9,Wien,410,302,30.8
2919,7590771,2021-01-17,1635,328,4746,614,10,Alle,1963,942,34.8
2920,343641,2021-01-18,45,7,136,18,1,Burgenland,52,25,28.0
2921,302014,2021-01-18,120,8,332,52,2,Kärnten,128,60,13.3
2922,1530603,2021-01-18,365,57,655,146,3,Niederösterreich,422,203,28.1
2923,1129640,2021-01-18,308,48,442,55,4,Oberösterreich,356,103,46.6
2924,436212,2021-01-18,114,16,117,29,5,Salzburg,130,45,35.6
2925,829933,2021-01-18,225,63,751,86,6,Steiermark,288,149,42.3
2926,869960,2021-01-18,109,23,131,24,7,Tirol,132,47,48.9
2927,468719,2021-01-18,52,9,153,25,8,Vorarlberg,61,34,26.5
2928,1787040,2021-01-18,335,103,1994,182,9,Wien,438,285,36.1
2929,7697762,2021-01-18,1673,334,4711,617,10,Alle,2007,951,35.1
2930,346502,2021-01-19,47,8,135,13,1,Burgenland,55,21,38.1
2931,424344,2021-01-19,107,9,345,51,2,Kärnten,116,60,15.0
2932,1533092,2021-01-19,384,56,636,146,3,Niederösterreich,440,202,27.7
2933,1133696,2021-01-19,291,48,459,55,4,Oberösterreich,339,103,46.6
2934,441668,2021-01-19,116,19,116,26,5,Salzburg,135,45,42.2
2935,852248,2021-01-19,243,57,714,92,6,Steiermark,300,149,38.3
2936,874409,2021-01-19,127,24,114,23,7,Tirol,151,47,51.1
2937,472691,2021-01-19,52,9,159,23,8,Vorarlberg,61,32,28.1
2938,1800082,2021-01-19,362,102,1762,193,9,Wien,464,295,34.6
2939,7878732,2021-01-19,1729,332,4440,622,10,Alle,2061,954,34.8
2940,347780,2021-01-20,42,8,150,14,1,Burgenland,50,22,36.4
2941,426472,2021-01-20,113,12,339,48,2,Kärnten,125,60,20.0
2942,2079628,2021-01-20,373,54,647,140,3,Niederösterreich,427,194,27.8
2943,1151162,2021-01-20,268,43,482,60,4,Oberösterreich,311,103,41.7
2944,446595,2021-01-20,107,20,119,25,5,Salzburg,127,45,44.4
2945,861388,2021-01-20,239,52,717,94,6,Steiermark,291,146,35.6
2946,878194,2021-01-20,124,29,119,17,7,Tirol,153,46,63.0
2947,480022,2021-01-20,46,9,67,10,8,Vorarlberg,55,19,47.4
2948,1817641,2021-01-20,371,96,1697,183,9,Wien,467,279,34.4
2949,8488882,2021-01-20,1683,323,4337,591,10,Alle,2006,914,35.3
2950,350289,2021-01-21,43,8,139,17,1,Burgenland,51,25,32.0
2951,427206,2021-01-21,98,11,354,49,2,Kärnten,109,60,18.3
2952,2089186,2021-01-21,363,55,657,136,3,Niederösterreich,418,191,28.8
2953,1156144,2021-01-21,252,43,498,60,4,Oberösterreich,295,103,41.7
2954,451493,2021-01-21,103,21,122,24,5,Salzburg,124,45,46.7
2955,861388,2021-01-21,227,56,731,91,6,Steiermark,283,147,38.1
2956,881736,2021-01-21,111,31,131,14,7,Tirol,142,45,68.9
2957,485500,2021-01-21,45,11,72,10,8,Vorarlberg,56,21,52.4
2958,1832293,2021-01-21,364,104,1697,183,9,Wien,468,287,36.2
2959,8535235,2021-01-21,1606,340,4401,584,10,Alle,1946,924,36.8
2960,352275,2021-01-22,45,8,135,18,1,Burgenland,53,26,30.8
2961,428497,2021-01-22,86,10,366,50,2,Kärnten,96,60,16.7
2962,2096891,2021-01-22,366,54,654,120,3,Niederösterreich,420,174,31.0
2963,1174394,2021-01-22,245,41,505,59,4,Oberösterreich,286,100,41.0
2964,455931,2021-01-22,110,19,118,26,5,Salzburg,129,45,42.2
2965,861388,2021-01-22,231,53,723,93,6,Steiermark,284,146,36.3
2966,886084,2021-01-22,101,34,120,10,7,Tirol,135,44,77.3
2967,490297,2021-01-22,40,11,74,14,8,Vorarlberg,51,25,44.0
2968,1848134,2021-01-22,362,101,1697,183,9,Wien,463,284,35.6
2969,8593891,2021-01-22,1586,331,4392,573,10,Alle,1917,904,36.6
2970,360755,2021-01-23,34,8,144,17,1,Burgenland,42,25,32.0
2971,429156,2021-01-23,73,10,379,50,2,Kärnten,83,60,16.7
2972,2105221,2021-01-23,370,51,650,116,3,Niederösterreich,421,167,30.5
2973,1179321,2021-01-23,232,38,518,62,4,Oberösterreich,270,100,38.0
2974,468836,2021-01-23,104,21,114,24,5,Salzburg,125,45,46.7
2975,887529,2021-01-23,228,53,721,95,6,Steiermark,281,148,35.8
2976,890847,2021-01-23,100,29,117,15,7,Tirol,129,44,65.9
2977,496302,2021-01-23,38,10,76,15,8,Vorarlberg,48,25,40.0
2978,1865161,2021-01-23,346,103,1697,183,9,Wien,449,286,36.0
2979,8683128,2021-01-23,1525,323,4416,577,10,Alle,1848,900,35.9
2980,361192,2021-01-24,38,7,139,12,1,Burgenland,45,19,36.8
2981,429539,2021-01-24,72,9,246,32,2,Kärnten,81,41,22.0
2982,2111482,2021-01-24,359,53,661,121,3,Niederösterreich,412,174,30.5
2983,1184481,2021-01-24,240,38,810,89,4,Oberösterreich,278,127,29.9
2984,471712,2021-01-24,97,22,150,27,5,Salzburg,119,49,44.9
2985,901237,2021-01-24,223,48,777,112,6,Steiermark,271,160,30.0
2986,896047,2021-01-24,97,31,197,35,7,Tirol,128,66,47.0
2987,500945,2021-01-24,46,12,96,59,8,Vorarlberg,58,71,16.9
2988,1878487,2021-01-24,346,103,1697,183,9,Wien,449,286,36.0
2989,8735122,2021-01-24,1518,323,4773,670,10,Alle,1841,993,32.5
2990,363324,2021-01-25,43,6,137,15,1,Burgenland,49,21,28.6
2991,431300,2021-01-25,81,10,239,31,2,Kärnten,91,41,24.4
2992,2120739,2021-01-25,359,54,661,121,3,Niederösterreich,413,175,30.9
2993,1209927,2021-01-25,243,39,807,88,4,Oberösterreich,282,127,30.7
2994,472757,2021-01-25,103,21,144,28,5,Salzburg,124,49,42.9
2995,912384,2021-01-25,228,50,753,110,6,Steiermark,278,160,31.2
2996,901684,2021-01-25,102,32,191,36,7,Tirol,134,68,47.1
2997,502892,2021-01-25,47,12,94,60,8,Vorarlberg,59,72,16.7
2998,1887820,2021-01-25,342,97,1697,183,9,Wien,439,280,34.6
2999,8802827,2021-01-25,1548,321,4723,672,10,Alle,1869,993,32.3
3000,366055,2021-01-26,41,5,139,19,1,Burgenland,46,24,20.8
3001,441746,2021-01-26,89,9,234,32,2,Kärnten,98,41,22.0
3002,2124498,2021-01-26,367,53,653,114,3,Niederösterreich,420,167,31.7
3003,1225159,2021-01-26,237,37,813,90,4,Oberösterreich,274,127,29.1
3004,492193,2021-01-26,101,20,146,29,5,Salzburg,121,49,40.8
3005,936367,2021-01-26,239,48,741,112,6,Steiermark,287,160,30.0
3006,908278,2021-01-26,111,29,185,40,7,Tirol,140,69,42.0
3007,507027,2021-01-26,41,12,101,60,8,Vorarlberg,53,72,16.7
3008,1904760,2021-01-26,357,100,1735,199,9,Wien,457,299,33.4
3009,8906083,2021-01-26,1583,313,4747,695,10,Alle,1896,1008,31.1
3010,367437,2021-01-27,31,8,148,19,1,Burgenland,39,27,29.6
3011,442367,2021-01-27,87,9,238,32,2,Kärnten,96,41,22.0
3012,2136895,2021-01-27,357,53,653,108,3,Niederösterreich,410,161,32.9
3013,1245258,2021-01-27,220,37,830,90,4,Oberösterreich,257,127,29.1
3014,497159,2021-01-27,97,17,150,32,5,Salzburg,114,49,34.7
3015,953366,2021-01-27,226,44,759,117,6,Steiermark,270,161,27.3
3016,914163,2021-01-27,102,26,209,41,7,Tirol,128,67,38.8
3017,513570,2021-01-27,41,11,101,61,8,Vorarlberg,52,72,15.3
3018,1926929,2021-01-27,365,99,1674,173,9,Wien,464,272,36.4
3019,8997144,2021-01-27,1526,304,4762,673,10,Alle,1830,977,31.1
3020,370933,2021-01-28,35,9,146,16,1,Burgenland,44,25,36.0
3021,442908,2021-01-28,85,10,219,32,2,Kärnten,95,42,23.8
3022,2145980,2021-01-28,341,53,679,108,3,Niederösterreich,394,161,32.9
3023,1272766,2021-01-28,208,32,842,95,4,Oberösterreich,240,127,25.2
3024,501870,2021-01-28,88,18,159,31,5,Salzburg,106,49,36.7
3025,967699,2021-01-28,227,43,756,118,6,Steiermark,270,161,26.7
3026,920422,2021-01-28,91,28,212,38,7,Tirol,119,66,42.4
3027,519339,2021-01-28,36,11,106,59,8,Vorarlberg,47,70,15.7
3028,1947671,2021-01-28,367,100,1604,175,9,Wien,467,275,36.4
3029,9089588,2021-01-28,1478,304,4723,672,10,Alle,1782,976,31.1
3030,373613,2021-01-29,30,9,149,19,1,Burgenland,39,28,32.1
3031,451498,2021-01-29,81,9,225,32,2,Kärnten,90,41,22.0
3032,2154156,2021-01-29,330,52,690,97,3,Niederösterreich,382,149,34.9
3033,1284990,2021-01-29,188,34,862,86,4,Oberösterreich,222,120,28.3
3034,506813,2021-01-29,87,19,160,30,5,Salzburg,106,49,38.8
3035,978212,2021-01-29,217,37,786,121,6,Steiermark,254,158,23.4
3036,925227,2021-01-29,86,30,219,38,7,Tirol,116,68,44.1
3037,524937,2021-01-29,41,9,101,59,8,Vorarlberg,50,68,13.2
3038,1961170,2021-01-29,368,96,1604,175,9,Wien,464,271,35.4
3039,9160616,2021-01-29,1428,295,4796,657,10,Alle,1723,952,31.0
3040,385984,2021-01-30,36,8,141,17,1,Burgenland,44,25,32.0
3041,452148,2021-01-30,82,8,224,34,2,Kärnten,90,42,19.0
3042,2162851,2021-01-30,317,56,703,108,3,Niederösterreich,373,164,34.1
3043,1298759,2021-01-30,160,33,890,94,4,Oberösterreich,193,127,26.0
3044,514521,2021-01-30,88,19,161,30,5,Salzburg,107,49,38.8
3045,994793,2021-01-30,199,39,804,121,6,Steiermark,238,160,24.4
3046,954467,2021-01-30,96,30,206,36,7,Tirol,126,66,45.5
3047,531560,2021-01-30,40,10,101,60,8,Vorarlberg,50,70,14.3
3048,1990992,2021-01-30,367,94,1853,185,9,Wien,461,279,33.7
3049,9286075,2021-01-30,1385,297,5083,685,10,Alle,1682,982,30.2
3050,388800,2021-01-31,36,7,148,19,1,Burgenland,43,26,26.9
3051,452572,2021-01-31,80,7,224,34,2,Kärnten,87,41,17.1
3052,2169282,2021-01-31,316,55,704,125,3,Niederösterreich,371,180,30.6
3053,1308615,2021-01-31,160,35,890,92,4,Oberösterreich,195,127,27.6
3054,517081,2021-01-31,88,20,139,29,5,Salzburg,108,49,40.8
3055,1002589,2021-01-31,207,36,796,124,6,Steiermark,243,160,22.5
3056,960220,2021-01-31,98,31,202,36,7,Tirol,129,67,46.3
3057,536247,2021-01-31,42,9,99,60,8,Vorarlberg,51,69,13.0
